Date,Time,Time2,Memory Used
10/26/2020,11:06:30,PM,46.5184
10/26/2020,11:03:30,PM,46.7544
10/26/2020,11:00:30,PM,46.4363
10/26/2020,10:57:30,PM,46.5624
10/26/2020,10:54:30,PM,46.5729
10/26/2020,10:51:30,PM,46.4901
10/26/2020,10:48:30,PM,47.231
10/26/2020,10:45:30,PM,47.0254
10/26/2020,10:42:30,PM,46.9365
10/26/2020,10:39:30,PM,47.1628
10/26/2020,10:36:30,PM,47.1106
10/26/2020,10:33:30,PM,47.0298
10/26/2020,10:30:30,PM,47.1162
10/26/2020,10:27:30,PM,46.9957
10/26/2020,10:24:30,PM,47.3566
10/26/2020,10:21:30,PM,47.2505
10/26/2020,10:18:30,PM,47.163
10/26/2020,10:15:30,PM,47.4171
10/26/2020,10:12:30,PM,47.3052
10/26/2020,10:09:30,PM,47.376
10/26/2020,10:06:31,PM,47.3778
10/26/2020,10:03:30,PM,47.2069
10/26/2020,10:00:30,PM,47.6734
10/26/2020,09:57:30,PM,44.5432
10/26/2020,09:54:30,PM,44.4716
10/26/2020,09:51:30,PM,43.9949
10/26/2020,09:48:30,PM,44.957
10/26/2020,09:45:30,PM,44.9148
10/26/2020,09:42:30,PM,44.7928
10/26/2020,09:39:30,PM,44.9983
10/26/2020,09:36:30,PM,45.0868
10/26/2020,09:33:30,PM,45.0031
10/26/2020,09:30:30,PM,44.9742
10/26/2020,09:27:30,PM,45.0658
10/26/2020,09:24:30,PM,45.1135
10/26/2020,09:21:30,PM,44.974
10/26/2020,09:18:30,PM,45.1506
10/26/2020,09:15:30,PM,45.1996
10/26/2020,09:12:30,PM,45.1416
10/26/2020,09:09:30,PM,45.3308
10/26/2020,09:06:30,PM,45.1396
10/26/2020,09:03:30,PM,45.1542
10/26/2020,09:00:30,PM,45.3001
10/26/2020,08:57:30,PM,45.1115
10/26/2020,08:54:30,PM,45.2295
10/26/2020,08:51:30,PM,45.0729
10/26/2020,08:48:30,PM,44.799
10/26/2020,08:45:30,PM,46.4041
10/26/2020,08:42:30,PM,46.5921
10/26/2020,08:39:30,PM,46.3922
10/26/2020,08:36:30,PM,45.5852
10/26/2020,08:33:30,PM,47.0584
10/26/2020,08:30:30,PM,46.8081
10/26/2020,08:27:30,PM,46.8007
10/26/2020,08:24:30,PM,46.5301
10/26/2020,08:21:30,PM,46.5019
10/26/2020,08:18:30,PM,46.5667
10/26/2020,08:15:30,PM,46.8039
10/26/2020,08:12:30,PM,46.6512
10/26/2020,08:09:30,PM,46.7701
10/26/2020,08:06:30,PM,46.444
10/26/2020,08:03:30,PM,46.8517
10/26/2020,08:00:30,PM,46.5328
10/26/2020,07:57:30,PM,46.696
10/26/2020,07:54:30,PM,46.6709
10/26/2020,07:51:30,PM,46.2274
10/26/2020,07:48:30,PM,46.1262
10/26/2020,07:45:30,PM,44.1362
10/26/2020,07:42:30,PM,44.3198
10/26/2020,07:39:30,PM,44.3731
10/26/2020,07:36:30,PM,44.3145
10/26/2020,07:33:30,PM,44.5265
10/26/2020,07:30:30,PM,44.7279
10/26/2020,07:27:30,PM,44.5247
10/26/2020,07:24:30,PM,44.4442
10/26/2020,07:21:30,PM,44.0273
10/26/2020,07:18:30,PM,45.3812
10/26/2020,07:15:30,PM,45.5372
10/26/2020,07:12:30,PM,44.8955
10/26/2020,07:09:30,PM,44.9964
10/26/2020,07:06:30,PM,44.945
10/26/2020,07:03:30,PM,44.0868
10/26/2020,07:00:30,PM,43.8159
10/26/2020,06:57:30,PM,43.6206
10/26/2020,06:54:30,PM,43.7453
10/26/2020,06:51:30,PM,43.5959
10/26/2020,06:48:30,PM,43.6213
10/26/2020,06:45:30,PM,43.6301
10/26/2020,06:42:30,PM,43.7927
10/26/2020,06:39:30,PM,43.5318
10/26/2020,06:36:30,PM,43.3359
10/26/2020,06:33:30,PM,43.2083
10/26/2020,06:30:30,PM,43.1197
10/26/2020,06:27:30,PM,43.0866
10/26/2020,06:24:30,PM,43.0921
10/26/2020,06:21:30,PM,43.1421
10/26/2020,06:18:30,PM,42.5284
10/26/2020,06:15:30,PM,42.4983
10/26/2020,06:12:30,PM,42.1371
10/26/2020,06:09:30,PM,42.1991
10/26/2020,06:06:30,PM,42.0641
10/26/2020,06:03:30,PM,40.245
10/26/2020,06:00:30,PM,40.2307
10/26/2020,05:57:30,PM,40.1871
10/26/2020,05:54:30,PM,41.0322
10/26/2020,05:51:30,PM,41.2346
10/26/2020,05:48:30,PM,41.1595
10/26/2020,05:45:30,PM,40.9326
10/26/2020,05:42:30,PM,40.9462
10/26/2020,05:39:30,PM,40.7291
10/26/2020,05:36:30,PM,40.8655
10/26/2020,05:33:30,PM,40.8766
10/26/2020,05:30:30,PM,40.8711
10/26/2020,05:27:30,PM,40.9299
10/26/2020,05:24:30,PM,40.981
10/26/2020,05:21:30,PM,40.7584
10/26/2020,05:18:30,PM,40.69
10/26/2020,05:15:30,PM,40.9274
10/26/2020,05:12:30,PM,40.742
10/26/2020,05:09:30,PM,40.898
10/26/2020,05:06:30,PM,40.8607
10/26/2020,05:03:30,PM,40.6866
10/26/2020,05:00:30,PM,40.5597
10/26/2020,04:57:30,PM,40.7105
10/26/2020,04:54:30,PM,41.1706
10/26/2020,04:51:30,PM,41.0056
10/26/2020,04:48:30,PM,41.5413
10/26/2020,04:45:30,PM,41.5277
10/26/2020,04:42:30,PM,41.623
10/26/2020,04:39:30,PM,41.9327
10/26/2020,04:36:30,PM,41.3964
10/26/2020,04:33:30,PM,41.7006
10/26/2020,04:30:30,PM,41.6786
10/26/2020,04:27:30,PM,41.2838
10/26/2020,04:24:30,PM,41.9288
10/26/2020,04:21:30,PM,41.7587
10/26/2020,04:18:30,PM,41.4816
10/26/2020,04:15:30,PM,41.3707
10/26/2020,04:12:30,PM,41.518
10/26/2020,04:09:30,PM,41.3513
10/26/2020,04:06:30,PM,41.1869
10/26/2020,04:03:30,PM,41.3261
10/26/2020,04:00:30,PM,41.2814
10/26/2020,03:57:30,PM,41.3948
10/26/2020,03:54:30,PM,41.6485
10/26/2020,03:51:30,PM,41.2264
10/26/2020,03:48:30,PM,40.9125
10/26/2020,03:45:30,PM,40.8749
10/26/2020,03:42:30,PM,41.0968
10/26/2020,03:39:30,PM,40.8361
10/26/2020,03:36:30,PM,40.8786
10/26/2020,03:33:30,PM,42.0642
10/26/2020,03:30:30,PM,41.8243
10/26/2020,03:27:30,PM,41.7824
10/26/2020,03:24:30,PM,41.6292
10/26/2020,03:21:30,PM,41.7697
10/26/2020,03:18:30,PM,41.8638
10/26/2020,03:15:30,PM,42.2208
10/26/2020,03:12:30,PM,41.9869
10/26/2020,03:09:30,PM,41.9736
10/26/2020,03:06:30,PM,41.7594
10/26/2020,03:03:30,PM,41.9506
10/26/2020,03:00:30,PM,42.4492
10/26/2020,02:57:30,PM,42.0876
10/26/2020,02:54:30,PM,42.5272
10/26/2020,02:51:30,PM,42.5081
10/26/2020,02:48:30,PM,42.4432
10/26/2020,02:45:30,PM,42.3134
10/26/2020,02:42:30,PM,41.9975
10/26/2020,02:39:30,PM,41.2464
10/26/2020,02:36:30,PM,41.2959
10/26/2020,02:33:30,PM,41.4636
10/26/2020,02:30:30,PM,41.2427
10/26/2020,02:27:30,PM,41.2214
10/26/2020,02:24:30,PM,41.1228
10/26/2020,02:21:30,PM,40.9702
10/26/2020,02:18:30,PM,41.6388
10/26/2020,02:15:30,PM,41.5115
10/26/2020,02:12:30,PM,41.6247
10/26/2020,02:09:30,PM,41.8413
10/26/2020,02:06:30,PM,41.7
10/26/2020,02:03:30,PM,41.6068
10/26/2020,02:00:30,PM,41.4793
10/26/2020,01:57:30,PM,43.0513
10/26/2020,01:54:30,PM,42.7739
10/26/2020,01:51:30,PM,43.7103
10/26/2020,01:48:30,PM,43.41
10/26/2020,01:45:30,PM,43.6211
10/26/2020,01:42:30,PM,43.5118
10/26/2020,01:39:31,PM,43.4096
10/26/2020,01:36:30,PM,43.4792
10/26/2020,01:33:30,PM,44.8676
10/26/2020,01:30:30,PM,44.4626
10/26/2020,01:27:30,PM,43.7354
10/26/2020,01:24:30,PM,43.5219
10/26/2020,01:21:30,PM,43.5228
10/26/2020,01:18:30,PM,43.5779
10/26/2020,01:15:30,PM,43.346
10/26/2020,01:12:30,PM,43.3193
10/26/2020,01:09:30,PM,43.2024
10/26/2020,01:06:30,PM,42.4612
10/26/2020,01:03:30,PM,42.486
10/26/2020,01:00:30,PM,43.4184
10/26/2020,12:57:30,PM,43.6462
10/26/2020,12:54:30,PM,42.844
10/26/2020,12:51:30,PM,42.7941
10/26/2020,12:48:30,PM,42.6898
10/26/2020,12:45:30,PM,42.8013
10/26/2020,12:42:30,PM,42.7368
10/26/2020,12:39:30,PM,42.6123
10/26/2020,12:36:30,PM,42.5301
10/26/2020,12:33:30,PM,42.1914
10/26/2020,12:30:30,PM,42.311
10/26/2020,12:27:30,PM,42.2809
10/26/2020,12:24:30,PM,42.1848
10/26/2020,12:21:30,PM,42.1277
10/26/2020,12:18:30,PM,42.2637
10/26/2020,12:15:30,PM,42.3741
10/26/2020,12:12:30,PM,42.4432
10/26/2020,12:09:30,PM,42.2599
10/26/2020,12:06:30,PM,42.8281
10/26/2020,12:03:30,PM,43.0055
10/26/2020,12:00:30,PM,43.0098
10/26/2020,11:57:30,AM,42.8427
10/26/2020,11:54:30,AM,42.9124
10/26/2020,11:51:30,AM,43.0091
10/26/2020,11:48:30,AM,42.8153
10/26/2020,11:45:30,AM,43.6481
10/26/2020,11:42:30,AM,43.2927
10/26/2020,11:39:30,AM,43.3192
10/26/2020,11:36:30,AM,43.3265
10/26/2020,11:33:30,AM,43.2971
10/26/2020,11:30:30,AM,43.0496
10/26/2020,11:27:30,AM,43.0361
10/26/2020,11:24:30,AM,43.0086
10/26/2020,11:21:30,AM,42.8935
10/26/2020,11:18:30,AM,42.7709
10/26/2020,11:15:30,AM,42.9124
10/26/2020,11:12:30,AM,43.19
10/26/2020,11:09:30,AM,42.9617
10/26/2020,11:06:30,AM,43.1719
10/26/2020,11:03:30,AM,43.8746
10/26/2020,11:00:30,AM,43.9573
10/26/2020,10:57:30,AM,44.0002
10/26/2020,10:54:30,AM,43.9107
10/26/2020,10:51:30,AM,43.7881
10/26/2020,10:48:30,AM,43.7578
10/26/2020,10:45:30,AM,43.0373
10/26/2020,10:42:30,AM,43.1416
10/26/2020,10:39:30,AM,43.0234
10/26/2020,10:36:30,AM,42.9631
10/26/2020,10:33:30,AM,43.025
10/26/2020,10:30:30,AM,44.0459
10/26/2020,10:27:30,AM,44.0311
10/26/2020,10:24:30,AM,44.1104
10/26/2020,10:21:30,AM,43.828
10/26/2020,10:18:30,AM,44.0319
10/26/2020,10:15:30,AM,44.1236
10/26/2020,10:12:30,AM,42.9517
10/26/2020,10:09:30,AM,42.9484
10/26/2020,10:06:30,AM,42.8509
10/26/2020,10:03:30,AM,43.17
10/26/2020,10:00:30,AM,43.0859
10/26/2020,09:57:31,AM,43.1301
10/26/2020,09:54:30,AM,42.6352
10/26/2020,09:51:30,AM,40.4102
10/26/2020,09:48:30,AM,40.3052
10/26/2020,09:45:30,AM,40.2493
10/26/2020,09:42:30,AM,40.4209
10/26/2020,09:39:30,AM,40.2905
10/26/2020,09:36:30,AM,40.0094
10/26/2020,09:33:30,AM,40.5481
10/26/2020,09:30:30,AM,39.8883
10/26/2020,09:27:30,AM,39.5165
10/26/2020,09:24:30,AM,39.2107
10/26/2020,09:21:30,AM,38.5487
10/26/2020,09:18:30,AM,38.5282
10/26/2020,09:15:30,AM,39.0955
10/26/2020,09:12:30,AM,39.2419
10/26/2020,09:09:30,AM,39.114
10/26/2020,09:06:30,AM,38.3362
10/26/2020,09:03:30,AM,37.6595
10/26/2020,09:00:30,AM,37.9675
10/26/2020,08:57:30,AM,38.3796
10/26/2020,08:54:30,AM,38.3358
10/26/2020,08:51:30,AM,38.4242
10/26/2020,08:48:30,AM,39.9138
10/26/2020,08:45:30,AM,39.5981
10/26/2020,08:42:30,AM,39.211
10/26/2020,08:39:30,AM,40.3463
10/26/2020,08:36:30,AM,39.8889
10/26/2020,08:33:30,AM,39.8873
10/26/2020,08:30:30,AM,39.7726
10/26/2020,08:27:30,AM,40.0208
10/26/2020,08:24:30,AM,40.3824
10/26/2020,08:21:30,AM,40.7528
10/26/2020,08:18:30,AM,40.6539
10/26/2020,08:15:30,AM,40.8557
10/26/2020,08:12:30,AM,40.8131
10/26/2020,08:09:30,AM,40.9638
10/26/2020,08:06:30,AM,41.1178
10/26/2020,08:03:30,AM,40.6048
10/26/2020,08:00:30,AM,41.4053
10/26/2020,07:57:30,AM,41.4188
10/26/2020,07:54:30,AM,41.0752
10/26/2020,07:51:30,AM,41.2072
10/26/2020,07:48:30,AM,41.1048
10/26/2020,07:45:30,AM,41.2758
10/26/2020,07:42:30,AM,41.5561
10/26/2020,07:39:30,AM,41.6873
10/26/2020,07:36:30,AM,43.0149
10/26/2020,07:33:30,AM,42.9664
10/26/2020,07:30:30,AM,42.7397
10/26/2020,07:27:30,AM,43.0154
10/26/2020,07:24:30,AM,42.6372
10/26/2020,07:21:30,AM,39.7698
10/26/2020,07:18:30,AM,39.5234
10/26/2020,07:15:30,AM,39.3916
10/26/2020,07:12:30,AM,38.6334
10/26/2020,07:09:30,AM,38.6262
10/26/2020,07:06:30,AM,38.2878
10/26/2020,07:03:30,AM,38.142
10/26/2020,07:00:30,AM,38.063
10/26/2020,06:57:30,AM,38.2712
10/26/2020,06:54:30,AM,38.2546
10/26/2020,06:51:30,AM,38.3466
10/26/2020,06:48:30,AM,38.4439
10/26/2020,06:45:30,AM,38.5
10/26/2020,06:42:30,AM,38.5846
10/26/2020,06:39:30,AM,39.2304
10/26/2020,06:36:30,AM,44.0111
10/26/2020,06:33:30,AM,44.156
10/26/2020,06:30:30,AM,44.046
10/26/2020,06:27:30,AM,44.3136
10/26/2020,06:24:30,AM,44.3349
10/26/2020,06:21:30,AM,44.1488
10/26/2020,06:18:30,AM,44.2315
10/26/2020,06:15:30,AM,44.1375
10/26/2020,06:12:30,AM,44.3138
10/26/2020,06:09:30,AM,44.2585
10/26/2020,06:06:30,AM,44.135
10/26/2020,06:03:30,AM,44.1707
10/26/2020,06:00:30,AM,44.2337
10/26/2020,05:57:30,AM,44.1845
10/26/2020,05:54:30,AM,43.9777
10/26/2020,05:51:30,AM,44.0756
10/26/2020,05:48:30,AM,43.7128
10/26/2020,05:45:30,AM,43.7043
10/26/2020,05:42:30,AM,43.7927
10/26/2020,05:39:30,AM,43.7915
10/26/2020,05:36:30,AM,43.7785
10/26/2020,05:33:30,AM,43.7239
10/26/2020,05:30:30,AM,43.8964
10/26/2020,05:27:30,AM,43.9894
10/26/2020,05:24:30,AM,43.9759
10/26/2020,05:21:31,AM,44.026
10/26/2020,05:18:30,AM,43.974
10/26/2020,05:15:30,AM,44.1135
10/26/2020,05:12:30,AM,44.0319
10/26/2020,05:09:30,AM,44.3664
10/26/2020,05:06:30,AM,44.3445
10/26/2020,05:03:30,AM,44.2519
10/26/2020,05:00:30,AM,44.1659
10/26/2020,04:57:30,AM,44.1428
10/26/2020,04:54:30,AM,43.8541
10/26/2020,04:51:30,AM,43.7421
10/26/2020,04:48:30,AM,43.6115
10/26/2020,04:45:30,AM,43.6193
10/26/2020,04:42:30,AM,43.6447
10/26/2020,04:39:30,AM,43.6445
10/26/2020,04:36:30,AM,43.5553
10/26/2020,04:33:30,AM,43.6022
10/26/2020,04:30:30,AM,43.5758
10/26/2020,04:27:30,AM,43.705
10/26/2020,04:24:30,AM,43.873
10/26/2020,04:21:30,AM,43.8812
10/26/2020,04:18:30,AM,43.9096
10/26/2020,04:15:30,AM,45.0289
10/26/2020,04:12:30,AM,44.7722
10/26/2020,04:09:30,AM,44.6755
10/26/2020,04:06:30,AM,44.665
10/26/2020,04:03:30,AM,44.7055
10/26/2020,04:00:30,AM,44.6951
10/26/2020,03:57:30,AM,44.8
10/26/2020,03:54:30,AM,45.0046
10/26/2020,03:51:30,AM,44.9548
10/26/2020,03:48:30,AM,44.9169
10/26/2020,03:45:30,AM,45.0806
10/26/2020,03:42:30,AM,44.973
10/26/2020,03:39:30,AM,44.9518
10/26/2020,03:36:31,AM,45.012
10/26/2020,03:33:30,AM,45.0882
10/26/2020,03:30:30,AM,45.0886
10/26/2020,03:27:30,AM,44.6305
10/26/2020,03:24:30,AM,44.5261
10/26/2020,03:21:30,AM,44.6677
10/26/2020,03:18:30,AM,44.6587
10/26/2020,03:15:30,AM,44.7655
10/26/2020,03:12:30,AM,44.529
10/26/2020,03:09:30,AM,44.5495
10/26/2020,03:06:30,AM,44.6163
10/26/2020,03:03:30,AM,44.4261
10/26/2020,03:00:30,AM,44.255
10/26/2020,02:57:30,AM,44.8266
10/26/2020,02:54:30,AM,44.8411
10/26/2020,02:51:30,AM,44.8557
10/26/2020,02:48:30,AM,44.8056
10/26/2020,02:45:30,AM,44.8935
10/26/2020,02:42:30,AM,44.9321
10/26/2020,02:39:30,AM,44.8635
10/26/2020,02:36:30,AM,44.9198
10/26/2020,02:33:30,AM,45.2366
10/26/2020,02:30:30,AM,45.1598
10/26/2020,02:27:30,AM,45.1718
10/26/2020,02:24:30,AM,45.1607
10/26/2020,02:21:30,AM,45.3274
10/26/2020,02:18:30,AM,44.8908
10/26/2020,02:15:30,AM,44.8139
10/26/2020,02:12:30,AM,44.8221
10/26/2020,02:09:30,AM,44.6457
10/26/2020,02:06:30,AM,44.6542
10/26/2020,02:03:30,AM,44.9122
10/26/2020,02:00:30,AM,44.7606
10/26/2020,01:57:30,AM,44.8435
10/26/2020,01:54:30,AM,44.7032
10/26/2020,01:51:30,AM,44.8327
10/26/2020,01:48:30,AM,44.5731
10/26/2020,01:45:30,AM,44.5341
10/26/2020,01:42:30,AM,45.6018
10/26/2020,01:39:30,AM,45.6085
10/26/2020,01:36:30,AM,45.7387
10/26/2020,01:33:30,AM,45.7622
10/26/2020,01:30:30,AM,45.8296
10/26/2020,01:27:30,AM,44.0882
10/26/2020,01:24:30,AM,43.8914
10/26/2020,01:21:30,AM,43.951
10/26/2020,01:18:30,AM,43.7851
10/26/2020,01:15:30,AM,43.8327
10/26/2020,01:12:30,AM,44.0303
10/26/2020,01:09:30,AM,43.6905
10/26/2020,01:06:30,AM,43.8401
10/26/2020,01:03:31,AM,43.7262
10/26/2020,01:00:30,AM,43.7706
10/26/2020,12:57:30,AM,43.7378
10/26/2020,12:54:30,AM,43.6164
10/26/2020,12:51:30,AM,43.5573
10/26/2020,12:48:30,AM,43.3763
10/26/2020,12:45:30,AM,43.3864
10/26/2020,12:42:30,AM,43.0999
10/26/2020,12:39:30,AM,43.1326
10/26/2020,12:36:30,AM,43.1129
10/26/2020,12:33:30,AM,42.7583
10/26/2020,12:30:30,AM,42.7576
10/26/2020,12:27:30,AM,44.4097
10/26/2020,12:24:30,AM,44.4911
10/26/2020,12:21:30,AM,44.5315
10/26/2020,12:18:30,AM,44.4089
10/26/2020,12:15:30,AM,44.1357
10/26/2020,12:12:30,AM,44.3973
10/26/2020,12:09:30,AM,44.2794
10/26/2020,12:06:30,AM,44.2003
10/26/2020,12:03:30,AM,44.282
10/26/2020,12:00:30,AM,44.2516
10/25/2020,11:57:30,PM,44.1465
10/25/2020,11:54:30,PM,44.3822
10/25/2020,11:51:30,PM,44.497
10/25/2020,11:48:30,PM,44.0114
10/25/2020,11:45:30,PM,44.2614
10/25/2020,11:42:30,PM,44.0814
10/25/2020,11:39:30,PM,44.0606
10/25/2020,11:36:30,PM,44.3801
10/25/2020,11:33:30,PM,44.4013
10/25/2020,11:30:30,PM,47.6427
10/25/2020,11:27:30,PM,47.9081
10/25/2020,11:24:30,PM,47.7104
10/25/2020,11:21:30,PM,47.4943
10/25/2020,11:18:30,PM,46.3919
10/25/2020,11:15:30,PM,46.076
10/25/2020,11:12:30,PM,49.2908
10/25/2020,11:09:30,PM,49.1254
10/25/2020,11:06:30,PM,49.3721
10/25/2020,11:03:30,PM,49.2452
10/25/2020,11:00:30,PM,49.3614
10/25/2020,10:57:30,PM,49.1262
10/25/2020,10:54:30,PM,49.0571
10/25/2020,10:51:30,PM,49.027
10/25/2020,10:48:30,PM,49.1563
10/25/2020,10:45:30,PM,49.2463
10/25/2020,10:42:30,PM,49.4789
10/25/2020,10:39:30,PM,49.4567
10/25/2020,10:36:30,PM,49.6617
10/25/2020,10:33:30,PM,49.5926
10/25/2020,10:30:30,PM,57.0738
10/25/2020,10:27:30,PM,56.8819
10/25/2020,10:24:30,PM,57.0833
10/25/2020,10:21:30,PM,56.9166
10/25/2020,10:18:30,PM,56.5943
10/25/2020,10:15:30,PM,56.6632
10/25/2020,10:12:30,PM,56.7369
10/25/2020,10:09:30,PM,56.6236
10/25/2020,10:06:30,PM,56.1459
10/25/2020,10:03:30,PM,55.4834
10/25/2020,10:00:30,PM,55.5547
10/25/2020,09:57:30,PM,58.1944
10/25/2020,09:54:30,PM,57.6431
10/25/2020,09:51:30,PM,57.4854
10/25/2020,09:48:30,PM,57.6539
10/25/2020,09:45:30,PM,57.4883
10/25/2020,09:42:30,PM,57.2415
10/25/2020,09:39:30,PM,57.241
10/25/2020,09:36:30,PM,57.0349
10/25/2020,09:33:30,PM,57.0147
10/25/2020,09:30:30,PM,57.1435
10/25/2020,09:27:30,PM,57.0215
10/25/2020,09:24:30,PM,57.0389
10/25/2020,09:21:30,PM,57.2014
10/25/2020,09:18:30,PM,56.6915
10/25/2020,09:15:30,PM,56.8858
10/25/2020,09:12:30,PM,56.877
10/25/2020,09:09:30,PM,56.4594
10/25/2020,09:06:30,PM,56.595
10/25/2020,09:03:30,PM,56.3346
10/25/2020,09:00:30,PM,56.2946
10/25/2020,08:57:30,PM,56.0854
10/25/2020,08:54:30,PM,55.7688
10/25/2020,08:51:30,PM,55.5577
10/25/2020,08:48:30,PM,55.2739
10/25/2020,08:45:30,PM,54.2434
10/25/2020,08:42:30,PM,55.9618
10/25/2020,08:39:30,PM,55.7225
10/25/2020,08:36:30,PM,55.9312
10/25/2020,08:33:30,PM,55.7429
10/25/2020,08:30:30,PM,54.2528
10/25/2020,08:27:30,PM,53.6767
10/25/2020,08:24:30,PM,56.3104
10/25/2020,08:21:30,PM,56.4706
10/25/2020,08:18:30,PM,56.6756
10/25/2020,08:15:30,PM,56.0976
10/25/2020,08:12:30,PM,56.0226
10/25/2020,08:09:30,PM,55.9379
10/25/2020,08:06:30,PM,57.2003
10/25/2020,08:03:30,PM,57.488
10/25/2020,08:00:30,PM,57.1772
10/25/2020,07:57:30,PM,56.8546
10/25/2020,07:54:30,PM,54.7426
10/25/2020,07:51:30,PM,57.1983
10/25/2020,07:48:30,PM,57.0155
10/25/2020,07:45:30,PM,57.1615
10/25/2020,07:42:30,PM,57.2096
10/25/2020,07:39:30,PM,56.9366
10/25/2020,07:36:30,PM,54.6855
10/25/2020,07:33:30,PM,57.2321
10/25/2020,07:30:30,PM,57.3488
10/25/2020,07:27:30,PM,55.933
10/25/2020,07:24:30,PM,55.878
10/25/2020,07:21:30,PM,55.1801
10/25/2020,07:18:30,PM,57.519
10/25/2020,07:15:30,PM,56.7944
10/25/2020,07:12:30,PM,57.0357
10/25/2020,07:09:30,PM,57.2496
10/25/2020,07:06:30,PM,57.4683
10/25/2020,07:03:30,PM,57.0329
10/25/2020,07:00:30,PM,57.3202
10/25/2020,06:57:30,PM,57.1107
10/25/2020,06:54:30,PM,57.1095
10/25/2020,06:51:30,PM,57.4007
10/25/2020,06:48:30,PM,56.982
10/25/2020,06:45:30,PM,56.9983
10/25/2020,06:42:30,PM,57.3487
10/25/2020,06:39:30,PM,57.0188
10/25/2020,06:36:30,PM,56.8944
10/25/2020,06:33:30,PM,57.2016
10/25/2020,06:30:30,PM,57.0773
10/25/2020,06:27:30,PM,56.7014
10/25/2020,06:24:30,PM,57.0269
10/25/2020,06:21:30,PM,57.9988
10/25/2020,06:18:30,PM,57.8848
10/25/2020,06:15:31,PM,57.6028
10/25/2020,06:12:30,PM,57.5284
10/25/2020,06:09:30,PM,56.3451
10/25/2020,06:06:30,PM,55.1391
10/25/2020,06:03:30,PM,57.5594
10/25/2020,06:00:30,PM,57.6735
10/25/2020,05:57:30,PM,56.8345
10/25/2020,05:54:30,PM,56.3284
10/25/2020,05:51:30,PM,55.1482
10/25/2020,05:48:30,PM,57.4696
10/25/2020,05:45:30,PM,57.2705
10/25/2020,05:42:30,PM,57.2008
10/25/2020,05:39:30,PM,56.0551
10/25/2020,05:36:30,PM,55.0301
10/25/2020,05:33:30,PM,57.4667
10/25/2020,05:30:30,PM,57.3972
10/25/2020,05:27:30,PM,57.897
10/25/2020,05:24:30,PM,57.4309
10/25/2020,05:21:30,PM,57.6622
10/25/2020,05:18:30,PM,57.9379
10/25/2020,05:15:30,PM,57.8874
10/25/2020,05:12:30,PM,57.9352
10/25/2020,05:09:30,PM,57.8114
10/25/2020,05:06:30,PM,58.0088
10/25/2020,05:03:30,PM,58.0462
10/25/2020,05:00:30,PM,57.8317
10/25/2020,04:57:30,PM,57.5602
10/25/2020,04:54:30,PM,58.0152
10/25/2020,04:51:30,PM,57.2892
10/25/2020,04:48:30,PM,56.144
10/25/2020,04:45:30,PM,54.4453
10/25/2020,04:42:30,PM,57.7981
10/25/2020,04:39:30,PM,57.6382
10/25/2020,04:36:30,PM,57.755
10/25/2020,04:33:30,PM,57.4796
10/25/2020,04:30:30,PM,57.4451
10/25/2020,04:27:30,PM,57.3572
10/25/2020,04:24:30,PM,57.6112
10/25/2020,04:21:30,PM,57.7368
10/25/2020,04:18:30,PM,57.0804
10/25/2020,04:15:30,PM,57.0665
10/25/2020,04:12:30,PM,57.4583
10/25/2020,04:09:30,PM,57.1223
10/25/2020,04:06:30,PM,57.018
10/25/2020,04:03:30,PM,57.0115
10/25/2020,04:00:30,PM,56.789
10/25/2020,03:57:30,PM,57.1159
10/25/2020,03:54:30,PM,56.7776
10/25/2020,03:51:30,PM,56.8869
10/25/2020,03:48:30,PM,56.5616
10/25/2020,03:45:30,PM,56.6453
10/25/2020,03:42:30,PM,56.8553
10/25/2020,03:39:30,PM,56.4855
10/25/2020,03:36:30,PM,56.1331
10/25/2020,03:33:30,PM,55.911
10/25/2020,03:30:30,PM,54.1056
10/25/2020,03:27:30,PM,56.5408
10/25/2020,03:24:30,PM,56.5859
10/25/2020,03:21:30,PM,56.6109
10/25/2020,03:18:30,PM,56.643
10/25/2020,03:15:30,PM,56.369
10/25/2020,03:12:30,PM,56.0428
10/25/2020,03:09:30,PM,56.6783
10/25/2020,03:06:30,PM,56.4279
10/25/2020,03:03:30,PM,56.5078
10/25/2020,03:00:30,PM,56.1099
10/25/2020,02:57:30,PM,56.3988
10/25/2020,02:54:30,PM,56.4323
10/25/2020,02:51:30,PM,56.3148
10/25/2020,02:48:30,PM,56.2187
10/25/2020,02:45:30,PM,56.0338
10/25/2020,02:42:30,PM,56.1342
10/25/2020,02:39:30,PM,55.6707
10/25/2020,02:36:30,PM,55.4862
10/25/2020,02:33:30,PM,55.862
10/25/2020,02:30:30,PM,55.3128
10/25/2020,02:27:30,PM,55.519
10/25/2020,02:24:30,PM,55.7513
10/25/2020,02:21:30,PM,55.3492
10/25/2020,02:18:30,PM,55.0686
10/25/2020,02:15:30,PM,53.9609
10/25/2020,02:12:30,PM,56.56
10/25/2020,02:09:30,PM,56.4703
10/25/2020,02:06:30,PM,56.2084
10/25/2020,02:03:30,PM,55.8725
10/25/2020,02:00:30,PM,56.2732
10/25/2020,01:57:30,PM,56.2936
10/25/2020,01:54:30,PM,56.0963
10/25/2020,01:51:30,PM,56.226
10/25/2020,01:48:30,PM,55.8135
10/25/2020,01:45:30,PM,55.7405
10/25/2020,01:42:30,PM,55.6089
