Date time,Memory %used,Date time,CPU utilization (%)
2021/3/10 16:59,18.361,2021/3/10 17:02,2.1017
2021/3/10 16:56,18.5034,2021/3/10 16:59,2.1801
2021/3/10 16:53,18.4815,2021/3/10 16:56,23.5293
2021/3/10 16:50,18.4398,2021/3/10 16:53,24.4311
2021/3/10 16:47,18.3015,2021/3/10 16:50,6.1195
2021/3/10 16:44,18.2796,2021/3/10 16:47,4.8598
2021/3/10 16:41,18.2923,2021/3/10 16:44,11.7802
2021/3/10 16:38,18.2838,2021/3/10 16:41,3.1871
2021/3/10 16:35,18.2197,2021/3/10 16:38,2.4218
2021/3/10 16:32,18.2781,2021/3/10 16:35,2.0583
2021/3/10 16:29,18.2748,2021/3/10 16:32,2.4102
2021/3/10 16:26,18.2711,2021/3/10 16:29,2.1997
2021/3/10 16:23,18.2652,2021/3/10 16:26,2.4191
2021/3/10 16:20,18.2082,2021/3/10 16:23,2.1553
2021/3/10 16:17,18.2761,2021/3/10 16:20,2.7969
2021/3/10 16:14,18.2127,2021/3/10 16:17,4.9251
2021/3/10 16:11,18.2298,2021/3/10 16:14,11.3733
2021/3/10 16:08,18.2324,2021/3/10 16:11,2.7046
2021/3/10 16:05,18.2664,2021/3/10 16:08,1.8207
2021/3/10 16:02,18.3413,2021/3/10 16:05,3.237
2021/3/10 15:59,18.3581,2021/3/10 16:02,2.4266
2021/3/10 15:56,18.3923,2021/3/10 15:59,4.3006
2021/3/10 15:53,18.5507,2021/3/10 15:56,8.398
2021/3/10 15:50,18.3855,2021/3/10 15:53,31.5319
2021/3/10 15:47,18.3084,2021/3/10 15:50,2.8214
2021/3/10 15:44,18.1518,2021/3/10 15:47,4.7166
2021/3/10 15:41,18.1852,2021/3/10 15:44,11.9209
2021/3/10 15:38,18.2179,2021/3/10 15:41,3.0877
2021/3/10 15:35,18.1408,2021/3/10 15:38,2.3048
2021/3/10 15:32,18.1452,2021/3/10 15:35,2.3596
2021/3/10 15:29,18.4186,2021/3/10 15:32,2.5861
2021/3/10 15:26,18.6783,2021/3/10 15:29,2.4656
2021/3/10 15:23,18.1403,2021/3/10 15:26,3.3668
2021/3/10 15:20,18.0591,2021/3/10 15:23,2.0742
2021/3/10 15:17,18.1088,2021/3/10 15:20,2.2868
2021/3/10 15:14,18.0622,2021/3/10 15:17,4.9622
2021/3/10 15:11,18.0834,2021/3/10 15:14,11.1024
2021/3/10 15:08,18.1303,2021/3/10 15:11,2.1995
2021/3/10 15:05,18.1347,2021/3/10 15:08,2.5629
2021/3/10 15:02,18.08,2021/3/10 15:05,5.8504
2021/3/10 14:59,18.0565,2021/3/10 15:02,2.3192
2021/3/10 14:56,18.0587,2021/3/10 14:59,10.7597
2021/3/10 14:53,18.2894,2021/3/10 14:56,19.367
2021/3/10 14:50,18.2561,2021/3/10 14:53,26.4464
2021/3/10 14:47,18.073,2021/3/10 14:50,3.9551
2021/3/10 14:44,18.0556,2021/3/10 14:47,4.8095
2021/3/10 14:41,18.0833,2021/3/10 14:44,2.5438
2021/3/10 14:38,18.0947,2021/3/10 14:41,2.2497
2021/3/10 14:35,18.1075,2021/3/10 14:38,2.0036
2021/3/10 14:32,18.0669,2021/3/10 14:35,7.0176
2021/3/10 14:29,17.9699,2021/3/10 14:32,2.2586
2021/3/10 14:26,18.0085,2021/3/10 14:29,2.1222
2021/3/10 14:23,18.026,2021/3/10 14:26,4.9211
2021/3/10 14:20,17.9926,2021/3/10 14:23,2.0174
2021/3/10 14:17,18.1414,2021/3/10 14:20,4.2292
2021/3/10 14:14,18.0242,2021/3/10 14:17,6.4776
2021/3/10 14:11,18.1167,2021/3/10 14:14,5.1202
2021/3/10 14:08,18.0688,2021/3/10 14:11,2.4644
2021/3/10 14:05,18.1263,2021/3/10 14:08,2.3277
2021/3/10 14:02,18.1479,2021/3/10 14:05,8.0242
2021/3/10 13:59,18.0488,2021/3/10 14:02,2.3355
2021/3/10 13:56,18.2623,2021/3/10 13:59,4.6457
2021/3/10 13:53,18.2715,2021/3/10 13:56,27.7799
2021/3/10 13:50,18.2275,2021/3/10 13:53,30.293
2021/3/10 13:47,18.0737,2021/3/10 13:50,7.348
2021/3/10 13:44,18.1342,2021/3/10 13:47,5.3451
2021/3/10 13:41,18.1332,2021/3/10 13:44,3.3497
2021/3/10 13:38,18.1202,2021/3/10 13:41,2.1881
2021/3/10 13:35,18.0726,2021/3/10 13:38,8.2795
2021/3/10 13:32,18.0555,2021/3/10 13:35,3.0031
2021/3/10 13:29,18.0273,2021/3/10 13:32,2.5142
2021/3/10 13:26,17.9953,2021/3/10 13:29,5.3817
2021/3/10 13:23,18.0073,2021/3/10 13:26,2.1939
2021/3/10 13:20,17.9254,2021/3/10 13:23,2.22
2021/3/10 13:17,18.0961,2021/3/10 13:20,10.3516
2021/3/10 13:14,18.0762,2021/3/10 13:17,5.8613
2021/3/10 13:11,18.0055,2021/3/10 13:14,2.9254
2021/3/10 13:08,18.0592,2021/3/10 13:11,2.3159
2021/3/10 13:05,18.1205,2021/3/10 13:08,2.2204
2021/3/10 13:02,18.1331,2021/3/10 13:05,3.0147
2021/3/10 12:59,18.1253,2021/3/10 13:02,2.7382
2021/3/10 12:56,18.3595,2021/3/10 12:59,13.3706
2021/3/10 12:53,18.3224,2021/3/10 12:56,31.0882
2021/3/10 12:50,18.3314,2021/3/10 12:53,31.8495
2021/3/10 12:47,18.1553,2021/3/10 12:50,4.1319
2021/3/10 12:44,18.0315,2021/3/10 12:47,13.5032
2021/3/10 12:41,18.105,2021/3/10 12:44,2.9625
2021/3/10 12:38,18.0442,2021/3/10 12:41,3.0361
2021/3/10 12:35,18.0565,2021/3/10 12:38,2.3772
2021/3/10 12:32,18.0256,2021/3/10 12:35,5.0624
2021/3/10 12:29,18.0114,2021/3/10 12:32,2.5214
2021/3/10 12:26,18.0382,2021/3/10 12:29,2.0383
2021/3/10 12:23,17.9941,2021/3/10 12:26,3.653
2021/3/10 12:20,17.9711,2021/3/10 12:23,1.82
2021/3/10 12:17,18.0057,2021/3/10 12:20,2.0684
2021/3/10 12:14,17.9529,2021/3/10 12:17,13.7477
2021/3/10 12:11,18.0284,2021/3/10 12:14,2.3935
2021/3/10 12:08,18.0524,2021/3/10 12:11,2.1208
2021/3/10 12:05,18.1049,2021/3/10 12:08,2.8945
2021/3/10 12:02,17.9515,2021/3/10 12:05,3.2845
2021/3/10 11:59,17.9393,2021/3/10 12:02,2.513
2021/3/10 11:56,18.1619,2021/3/10 11:59,2.0402
2021/3/10 11:53,18.1563,2021/3/10 11:56,24.4818
2021/3/10 11:50,18.0344,2021/3/10 11:53,25.3166
2021/3/10 11:47,18.0165,2021/3/10 11:50,11.3066
2021/3/10 11:44,18.2046,2021/3/10 11:47,13.2709
2021/3/10 11:41,18.1458,2021/3/10 11:44,3.052
2021/3/10 11:38,17.284,2021/3/10 11:41,2.9645
2021/3/10 11:35,17.2368,2021/3/10 11:38,2.2271
2021/3/10 11:32,17.2689,2021/3/10 11:35,2.1844
2021/3/10 11:29,17.2138,2021/3/10 11:32,1.9133
2021/3/10 11:26,17.2456,2021/3/10 11:29,1.9615
2021/3/10 11:23,17.2679,2021/3/10 11:26,2.3387
2021/3/10 11:20,17.2523,2021/3/10 11:23,2.0305
2021/3/10 11:17,17.25,2021/3/10 11:20,2.961
2021/3/10 11:14,17.1759,2021/3/10 11:17,4.8745
2021/3/10 11:11,17.1625,2021/3/10 11:14,2.1548
2021/3/10 11:08,17.2044,2021/3/10 11:11,2.2172
2021/3/10 11:05,17.2669,2021/3/10 11:08,2.9095
2021/3/10 11:02,22.1741,2021/3/10 11:05,12.0429
2021/3/10 10:59,22.1393,2021/3/10 11:02,2.5728
2021/3/10 10:56,22.1193,2021/3/10 10:59,2.2579
2021/3/10 10:53,21.4705,2021/3/10 10:56,9.1573
2021/3/10 10:50,21.632,2021/3/10 10:53,34.9046
2021/3/10 10:47,19.1308,2021/3/10 10:50,8.2232
2021/3/10 10:44,17.7652,2021/3/10 10:47,8.6288
2021/3/10 10:41,17.9837,2021/3/10 10:44,2.4561
2021/3/10 10:38,17.979,2021/3/10 10:41,2.8371
2021/3/10 10:35,17.95,2021/3/10 10:38,2.4467
2021/3/10 10:32,17.9707,2021/3/10 10:35,12.0553
2021/3/10 10:29,17.8989,2021/3/10 10:32,2.2497
2021/3/10 10:26,17.9203,2021/3/10 10:29,3.0883
2021/3/10 10:23,18.852,2021/3/10 10:26,4.3237
2021/3/10 10:20,16.9856,2021/3/10 10:23,19.3818
2021/3/10 10:17,17.1003,2021/3/10 10:20,2.553
2021/3/10 10:14,17.1132,2021/3/10 10:17,5.539
2021/3/10 10:11,16.7336,2021/3/10 10:14,11.3714
2021/3/10 10:08,16.7299,2021/3/10 10:11,2.141
2021/3/10 10:05,16.7985,2021/3/10 10:08,2.1185
2021/3/10 10:02,16.8456,2021/3/10 10:05,12.966
2021/3/10 09:59,16.9802,2021/3/10 10:02,2.2698
2021/3/10 09:56,16.9975,2021/3/10 09:59,33.5474
2021/3/10 09:53,16.9697,2021/3/10 09:56,28.4166
2021/3/10 09:50,16.9406,2021/3/10 09:53,26.0016
2021/3/10 09:47,16.8452,2021/3/10 09:50,7.3914
2021/3/10 09:44,16.6585,2021/3/10 09:47,5.1724
2021/3/10 09:41,16.6511,2021/3/10 09:44,2.8958
2021/3/10 09:38,16.6053,2021/3/10 09:41,2.5519
2021/3/10 09:35,16.4975,2021/3/10 09:38,2.6506
2021/3/10 09:32,16.7712,2021/3/10 09:35,10.9254
2021/3/10 09:29,16.7732,2021/3/10 09:32,2.326
2021/3/10 09:26,24.5278,2021/3/10 09:29,4.6733
2021/3/10 09:23,24.5321,2021/3/10 09:26,5.1244
2021/3/10 09:20,24.5152,2021/3/10 09:23,4.157
2021/3/10 09:17,24.5991,2021/3/10 09:20,3.8713
2021/3/10 09:14,24.5126,2021/3/10 09:17,7.4187
2021/3/10 09:11,24.5667,2021/3/10 09:14,3.8468
2021/3/10 09:08,24.526,2021/3/10 09:11,4.8961
2021/3/10 09:05,24.4879,2021/3/10 09:08,4.8588
2021/3/10 09:02,24.5143,2021/3/10 09:05,13.7834
2021/3/10 08:59,24.4685,2021/3/10 09:02,3.6536
2021/3/10 08:56,24.6686,2021/3/10 08:59,3.7933
2021/3/10 08:53,24.6244,2021/3/10 08:56,29.9353
2021/3/10 08:50,24.6964,2021/3/10 08:53,31.9387
2021/3/10 08:47,24.5419,2021/3/10 08:50,6.0635
2021/3/10 08:44,24.4786,2021/3/10 08:47,6.8435
2021/3/10 08:41,24.5616,2021/3/10 08:44,3.0671
2021/3/10 08:38,24.4982,2021/3/10 08:41,3.2752
2021/3/10 08:35,24.5254,2021/3/10 08:38,2.9792
2021/3/10 08:32,24.5288,2021/3/10 08:35,13.9524
2021/3/10 08:29,24.5009,2021/3/10 08:32,2.9366
2021/3/10 08:26,24.5277,2021/3/10 08:29,2.9953
2021/3/10 08:23,24.5097,2021/3/10 08:26,3.1366
2021/3/10 08:20,24.7792,2021/3/10 08:23,3.7815
2021/3/10 08:17,24.8414,2021/3/10 08:20,3.1903
2021/3/10 08:14,24.4217,2021/3/10 08:17,5.5677
2021/3/10 08:11,24.4608,2021/3/10 08:14,2.6038
2021/3/10 08:08,24.4959,2021/3/10 08:11,2.8626
2021/3/10 08:05,24.4503,2021/3/10 08:08,2.8477
2021/3/10 08:02,24.4966,2021/3/10 08:05,13.2063
2021/3/10 07:59,24.4303,2021/3/10 08:02,2.8557
2021/3/10 07:56,24.6066,2021/3/10 07:59,3.1158
2021/3/10 07:53,24.7485,2021/3/10 07:56,25.3517
2021/3/10 07:50,24.6398,2021/3/10 07:53,31.6476
2021/3/10 07:47,24.5093,2021/3/10 07:50,5.2987
2021/3/10 07:44,24.4593,2021/3/10 07:47,5.0876
2021/3/10 07:41,24.4725,2021/3/10 07:44,2.5539
2021/3/10 07:38,24.4483,2021/3/10 07:41,3.3568
2021/3/10 07:35,24.407,2021/3/10 07:38,2.8723
2021/3/10 07:32,24.4163,2021/3/10 07:35,12.9349
2021/3/10 07:29,24.3783,2021/3/10 07:32,2.7633
2021/3/10 07:26,24.3749,2021/3/10 07:29,2.4822
2021/3/10 07:23,24.4598,2021/3/10 07:26,3.2132
2021/3/10 07:20,24.4366,2021/3/10 07:23,2.6625
2021/3/10 07:17,24.4075,2021/3/10 07:20,3.7755
2021/3/10 07:14,24.3358,2021/3/10 07:17,5.2468
2021/3/10 07:11,24.3978,2021/3/10 07:14,2.7844
2021/3/10 07:08,24.4004,2021/3/10 07:11,2.6981
2021/3/10 07:05,24.5289,2021/3/10 07:08,5.4773
2021/3/10 07:02,24.5407,2021/3/10 07:05,12.8761
2021/3/10 06:59,24.4632,2021/3/10 07:02,3.939
2021/3/10 06:56,24.624,2021/3/10 06:59,2.6268
2021/3/10 06:53,24.6682,2021/3/10 06:56,29.0236
2021/3/10 06:50,24.6276,2021/3/10 06:53,32.0372
2021/3/10 06:47,24.4939,2021/3/10 06:50,9.7956
2021/3/10 06:44,24.2928,2021/3/10 06:47,5.3021
2021/3/10 06:41,24.322,2021/3/10 06:44,3.0182
2021/3/10 06:38,24.362,2021/3/10 06:41,2.6688
2021/3/10 06:35,24.3401,2021/3/10 06:38,3.1451
2021/3/10 06:32,24.3853,2021/3/10 06:35,11.8611
2021/3/10 06:29,24.3074,2021/3/10 06:32,3.1304
2021/3/10 06:26,24.3176,2021/3/10 06:29,2.7517
2021/3/10 06:23,24.3598,2021/3/10 06:26,2.7305
2021/3/10 06:20,24.4222,2021/3/10 06:23,2.7924
2021/3/10 06:17,24.2421,2021/3/10 06:20,6.2378
2021/3/10 06:14,24.1631,2021/3/10 06:17,5.7747
2021/3/10 06:11,24.1604,2021/3/10 06:14,4.1467
2021/3/10 06:08,24.2418,2021/3/10 06:11,3.3575
2021/3/10 06:05,24.2199,2021/3/10 06:08,2.8317
2021/3/10 06:02,24.257,2021/3/10 06:05,13.1826
2021/3/10 05:59,24.3985,2021/3/10 06:02,3.0181
2021/3/10 05:56,24.4273,2021/3/10 05:59,21.4533
2021/3/10 05:53,24.5102,2021/3/10 05:56,32.243
2021/3/10 05:50,24.5031,2021/3/10 05:53,31.2042
2021/3/10 05:47,24.2679,2021/3/10 05:50,13.1582
2021/3/10 05:44,24.2479,2021/3/10 05:47,5.8294
2021/3/10 05:41,24.1297,2021/3/10 05:44,4.6705
2021/3/10 05:38,22.6598,2021/3/10 05:41,13.9706
2021/3/10 05:35,20.5845,2021/3/10 05:38,12.55
2021/3/10 05:32,19.6031,2021/3/10 05:35,17.6908
2021/3/10 05:29,19.5822,2021/3/10 05:32,2.4432
2021/3/10 05:26,19.592,2021/3/10 05:29,2.4801
2021/3/10 05:23,19.5933,2021/3/10 05:26,4.0033
2021/3/10 05:20,19.5806,2021/3/10 05:23,2.3707
2021/3/10 05:17,19.6581,2021/3/10 05:20,2.6868
2021/3/10 05:14,19.535,2021/3/10 05:17,6.3266
2021/3/10 05:11,19.5732,2021/3/10 05:14,2.591
2021/3/10 05:08,19.536,2021/3/10 05:11,2.6426
2021/3/10 05:05,19.5224,2021/3/10 05:08,2.7501
2021/3/10 05:02,19.5347,2021/3/10 05:05,12.3858
2021/3/10 04:59,19.4862,2021/3/10 05:02,3.1046
2021/3/10 04:56,19.7346,2021/3/10 04:59,8.944
2021/3/10 04:53,19.727,2021/3/10 04:56,31.6577
2021/3/10 04:50,19.9407,2021/3/10 04:53,32.0064
2021/3/10 04:47,19.7958,2021/3/10 04:50,3.6634
2021/3/10 04:44,19.4649,2021/3/10 04:47,5.2977
2021/3/10 04:41,19.5118,2021/3/10 04:44,2.5328
2021/3/10 04:38,19.5523,2021/3/10 04:41,2.4266
2021/3/10 04:35,19.4686,2021/3/10 04:38,3.9257
2021/3/10 04:32,19.5271,2021/3/10 04:35,12.3043
2021/3/10 04:29,19.4845,2021/3/10 04:32,2.6654
2021/3/10 04:26,19.5124,2021/3/10 04:29,2.5174
2021/3/10 04:23,19.5157,2021/3/10 04:26,2.8769
2021/3/10 04:20,19.4335,2021/3/10 04:23,2.6773
2021/3/10 04:17,19.4707,2021/3/10 04:20,2.6202
2021/3/10 04:14,19.417,2021/3/10 04:17,5.1182
2021/3/10 04:11,19.4884,2021/3/10 04:14,3.0149
2021/3/10 04:08,19.4926,2021/3/10 04:11,2.6804
2021/3/10 04:05,19.5593,2021/3/10 04:08,2.6953
2021/3/10 04:02,19.5469,2021/3/10 04:05,13.3679
2021/3/10 03:59,19.5209,2021/3/10 04:02,2.5439
2021/3/10 03:56,19.7041,2021/3/10 03:59,7.1177
