Date time,Memory %used,Date time,CPU utilization (%)
2021/3/10 16:52,30.7825,2021/3/10 16:54,6.1031
2021/3/10 16:49,30.5939,2021/3/10 16:51,3.3425
2021/3/10 16:46,30.761,2021/3/10 16:48,2.2293
2021/3/10 16:43,30.6016,2021/3/10 16:45,3.5713
2021/3/10 16:40,30.6556,2021/3/10 16:42,2.2488
2021/3/10 16:37,30.834,2021/3/10 16:39,2.8481
2021/3/10 16:34,31.1659,2021/3/10 16:36,2.442
2021/3/10 16:31,30.7492,2021/3/10 16:33,4.4542
2021/3/10 16:28,30.6702,2021/3/10 16:30,2.1192
2021/3/10 16:25,30.9337,2021/3/10 16:27,2.3283
2021/3/10 16:22,30.7202,2021/3/10 16:24,5.6542
2021/3/10 16:19,30.7863,2021/3/10 16:21,2.794
2021/3/10 16:16,30.678,2021/3/10 16:18,2.7637
2021/3/10 16:13,30.5782,2021/3/10 16:15,2.5774
2021/3/10 16:10,30.6299,2021/3/10 16:12,2.445
2021/3/10 16:07,30.8003,2021/3/10 16:09,2.8138
2021/3/10 16:04,31.0418,2021/3/10 16:06,2.0412
2021/3/10 16:01,30.7331,2021/3/10 16:03,3.4572
2021/3/10 15:58,30.7083,2021/3/10 16:00,3.1868
2021/3/10 15:55,30.8724,2021/3/10 15:57,2.6157
2021/3/10 15:52,30.674,2021/3/10 15:54,6.6175
2021/3/10 15:49,30.752,2021/3/10 15:51,2.7973
2021/3/10 15:46,30.5812,2021/3/10 15:48,3.4942
2021/3/10 15:43,30.4487,2021/3/10 15:45,2.4343
2021/3/10 15:40,30.4502,2021/3/10 15:42,2.0942
2021/3/10 15:37,30.5808,2021/3/10 15:39,2.433
2021/3/10 15:34,30.7121,2021/3/10 15:36,2.2672
2021/3/10 15:31,30.5332,2021/3/10 15:33,3.0579
2021/3/10 15:28,30.5152,2021/3/10 15:30,2.1665
2021/3/10 15:25,30.803,2021/3/10 15:27,2.3912
2021/3/10 15:22,30.3683,2021/3/10 15:24,6.3799
2021/3/10 15:19,30.2876,2021/3/10 15:21,3.993
2021/3/10 15:16,30.694,2021/3/10 15:18,3.6028
2021/3/10 15:13,30.3723,2021/3/10 15:15,2.5011
2021/3/10 15:10,30.3471,2021/3/10 15:12,3.528
2021/3/10 15:07,30.2556,2021/3/10 15:09,2.3211
2021/3/10 15:04,30.1668,2021/3/10 15:06,3.3307
2021/3/10 15:01,30.4061,2021/3/10 15:03,2.327
2021/3/10 14:58,30.1708,2021/3/10 15:00,2.1504
2021/3/10 14:55,30.215,2021/3/10 14:57,3.159
2021/3/10 14:52,29.9804,2021/3/10 14:54,3.0789
2021/3/10 14:49,29.9066,2021/3/10 14:51,2.9038
2021/3/10 14:46,30.2227,2021/3/10 14:48,2.6274
2021/3/10 14:43,30.0722,2021/3/10 14:45,5.804
2021/3/10 14:40,30.0834,2021/3/10 14:42,3.2433
2021/3/10 14:37,30.0786,2021/3/10 14:39,2.2592
2021/3/10 14:34,29.9373,2021/3/10 14:36,2.6046
2021/3/10 14:31,30.0525,2021/3/10 14:33,2.478
2021/3/10 14:28,30.0832,2021/3/10 14:30,2.3363
2021/3/10 14:25,30.2759,2021/3/10 14:27,3.0686
2021/3/10 14:22,30.1844,2021/3/10 14:24,2.4507
2021/3/10 14:19,30.0947,2021/3/10 14:21,3.414
2021/3/10 14:16,30.4529,2021/3/10 14:18,2.51
2021/3/10 14:13,30.1135,2021/3/10 14:15,5.5257
2021/3/10 14:10,30.2107,2021/3/10 14:12,3.2592
2021/3/10 14:07,30.1922,2021/3/10 14:09,2.5059
2021/3/10 14:04,29.8358,2021/3/10 14:06,2.695
2021/3/10 14:01,29.9988,2021/3/10 14:03,2.2015
2021/3/10 13:58,29.8684,2021/3/10 14:00,2.3627
2021/3/10 13:55,30.0831,2021/3/10 13:57,3.7877
2021/3/10 13:52,29.7497,2021/3/10 13:54,3.582
2021/3/10 13:49,29.8959,2021/3/10 13:51,3.2362
2021/3/10 13:46,29.7962,2021/3/10 13:48,5.8516
2021/3/10 13:43,29.7658,2021/3/10 13:45,2.7202
2021/3/10 13:40,30.008,2021/3/10 13:42,2.2532
2021/3/10 13:37,29.7616,2021/3/10 13:39,3.0544
2021/3/10 13:34,29.7081,2021/3/10 13:36,1.922
2021/3/10 13:31,29.7525,2021/3/10 13:33,2.6709
2021/3/10 13:28,29.9118,2021/3/10 13:30,2.0892
2021/3/10 13:25,29.9836,2021/3/10 13:27,3.9659
2021/3/10 13:22,29.9077,2021/3/10 13:24,2.2351
2021/3/10 13:19,29.6664,2021/3/10 13:21,3.201
2021/3/10 13:16,29.9393,2021/3/10 13:18,2.319
2021/3/10 13:13,30.5257,2021/3/10 13:15,2.3464
2021/3/10 13:10,29.8864,2021/3/10 13:12,3.9513
2021/3/10 13:07,29.7081,2021/3/10 13:09,4.4968
2021/3/10 13:04,29.481,2021/3/10 13:06,4.2458
2021/3/10 13:01,29.6639,2021/3/10 13:03,3.3642
2021/3/10 12:58,29.401,2021/3/10 13:00,4.146
2021/3/10 12:55,29.5505,2021/3/10 12:57,2.4233
2021/3/10 12:52,29.8363,2021/3/10 12:54,4.21
2021/3/10 12:49,29.8737,2021/3/10 12:51,2.6662
2021/3/10 12:46,29.9901,2021/3/10 12:48,3.9718
2021/3/10 12:43,29.995,2021/3/10 12:45,2.3581
2021/3/10 12:40,29.2364,2021/3/10 12:42,2.6892
2021/3/10 12:37,29.326,2021/3/10 12:39,2.563
2021/3/10 12:34,28.9837,2021/3/10 12:36,3.4915
2021/3/10 12:31,28.9695,2021/3/10 12:33,2.1833
2021/3/10 12:28,29.2303,2021/3/10 12:30,2.8202
2021/3/10 12:25,29.0516,2021/3/10 12:27,4.795
2021/3/10 12:22,28.8689,2021/3/10 12:24,2.2959
2021/3/10 12:19,28.9566,2021/3/10 12:21,2.792
2021/3/10 12:16,28.7741,2021/3/10 12:18,3.6188
2021/3/10 12:13,28.7971,2021/3/10 12:15,2.2857
2021/3/10 12:10,28.6648,2021/3/10 12:12,2.3575
2021/3/10 12:07,28.8697,2021/3/10 12:09,2.238
2021/3/10 12:04,28.3246,2021/3/10 12:06,3.5561
2021/3/10 12:01,28.3134,2021/3/10 12:03,1.9846
2021/3/10 11:58,28.328,2021/3/10 12:00,2.2103
2021/3/10 11:55,28.1981,2021/3/10 11:57,5.5625
2021/3/10 11:52,27.908,2021/3/10 11:54,3.6084
2021/3/10 11:49,27.8967,2021/3/10 11:51,2.9777
2021/3/10 11:46,27.7259,2021/3/10 11:48,3.3168
2021/3/10 11:43,27.5243,2021/3/10 11:45,2.2992
2021/3/10 11:40,27.494,2021/3/10 11:42,3.6864
2021/3/10 11:37,27.4047,2021/3/10 11:39,2.4736
2021/3/10 11:34,25.81,2021/3/10 11:36,4.0472
2021/3/10 11:31,30.8597,2021/3/10 11:33,7.3007
2021/3/10 11:28,31.0162,2021/3/10 11:30,2.5251
2021/3/10 11:25,31.2726,2021/3/10 11:27,2.6987
2021/3/10 11:22,30.9424,2021/3/10 11:24,4.5188
2021/3/10 11:19,30.9004,2021/3/10 11:21,2.117
2021/3/10 11:16,31.1113,2021/3/10 11:18,2.3267
2021/3/10 11:13,30.8593,2021/3/10 11:15,5.8196
2021/3/10 11:10,30.8248,2021/3/10 11:12,2.6013
2021/3/10 11:07,30.9654,2021/3/10 11:09,3.6585
2021/3/10 11:04,30.7775,2021/3/10 11:06,2.0942
2021/3/10 11:01,30.8378,2021/3/10 11:03,2.291
2021/3/10 10:58,30.8171,2021/3/10 11:00,2.339
2021/3/10 10:55,31.0596,2021/3/10 10:57,2.542
2021/3/10 10:52,30.7588,2021/3/10 10:54,4.973
2021/3/10 10:49,30.7703,2021/3/10 10:51,2.3367
2021/3/10 10:46,30.7329,2021/3/10 10:48,2.2131
2021/3/10 10:43,30.6981,2021/3/10 10:45,5.1527
2021/3/10 10:40,30.7078,2021/3/10 10:42,2.3676
2021/3/10 10:37,30.8835,2021/3/10 10:39,2.5662
2021/3/10 10:34,30.6421,2021/3/10 10:36,2.2868
2021/3/10 10:31,30.5255,2021/3/10 10:33,2.1286
2021/3/10 10:28,30.5433,2021/3/10 10:30,2.1195
2021/3/10 10:25,31.0953,2021/3/10 10:27,2.5411
2021/3/10 10:22,30.6184,2021/3/10 10:24,4.5237
2021/3/10 10:19,30.5063,2021/3/10 10:21,3.5258
2021/3/10 10:16,30.5047,2021/3/10 10:18,2.1565
2021/3/10 10:13,30.482,2021/3/10 10:15,5.6859
2021/3/10 10:10,30.6785,2021/3/10 10:12,2.2448
2021/3/10 10:07,30.8045,2021/3/10 10:09,2.5236
2021/3/10 10:04,30.4878,2021/3/10 10:06,2.1055
2021/3/10 10:01,30.3428,2021/3/10 10:03,2.2237
2021/3/10 09:58,30.6061,2021/3/10 10:00,2.2575
2021/3/10 09:55,30.7613,2021/3/10 09:57,2.683
2021/3/10 09:52,30.6656,2021/3/10 09:54,4.6533
2021/3/10 09:49,30.5466,2021/3/10 09:51,2.3299
2021/3/10 09:46,30.5559,2021/3/10 09:48,3.1001
2021/3/10 09:43,30.5119,2021/3/10 09:45,5.1646
2021/3/10 09:40,30.6748,2021/3/10 09:42,2.421
2021/3/10 09:37,30.5965,2021/3/10 09:39,2.6462
2021/3/10 09:34,30.4816,2021/3/10 09:36,2.4376
2021/3/10 09:31,30.5949,2021/3/10 09:33,2.8415
2021/3/10 09:28,30.548,2021/3/10 09:30,2.6201
2021/3/10 09:25,30.9838,2021/3/10 09:27,2.7453
2021/3/10 09:22,30.5391,2021/3/10 09:24,4.5037
2021/3/10 09:19,30.4493,2021/3/10 09:21,2.2371
2021/3/10 09:16,30.5258,2021/3/10 09:18,2.4769
2021/3/10 09:13,30.4397,2021/3/10 09:15,5.3311
2021/3/10 09:10,30.4197,2021/3/10 09:12,2.3301
2021/3/10 09:07,30.7915,2021/3/10 09:09,2.621
2021/3/10 09:04,30.4189,2021/3/10 09:06,2.4665
2021/3/10 09:01,30.3668,2021/3/10 09:03,2.2241
2021/3/10 08:58,30.5674,2021/3/10 09:00,3.5082
2021/3/10 08:55,31.1689,2021/3/10 08:57,2.6536
2021/3/10 08:52,31.0424,2021/3/10 08:54,4.557
2021/3/10 08:49,31.0956,2021/3/10 08:51,2.6132
2021/3/10 08:46,31.2884,2021/3/10 08:48,2.5338
