Date time,Memory %used,Date time,CPU utilization (%)
2021/3/10 17:43,13.0677,2021/3/10 17:46,0.8643
2021/3/10 17:40,13.0367,2021/3/10 17:43,0.8528
2021/3/10 17:37,12.9891,2021/3/10 17:40,0.9604
2021/3/10 17:34,12.9802,2021/3/10 17:37,0.878
2021/3/10 17:31,12.5046,2021/3/10 17:34,1.1586
2021/3/10 17:28,12.4772,2021/3/10 17:31,0.9422
2021/3/10 17:25,12.5495,2021/3/10 17:28,1.0318
2021/3/10 17:22,12.5227,2021/3/10 17:25,1.1139
2021/3/10 17:19,12.5924,2021/3/10 17:22,0.9776
2021/3/10 17:16,12.5246,2021/3/10 17:19,1.6681
2021/3/10 17:13,12.495,2021/3/10 17:16,0.7171
2021/3/10 17:10,12.5397,2021/3/10 17:13,0.7413
2021/3/10 17:07,12.499,2021/3/10 17:10,0.7879
2021/3/10 17:04,12.5077,2021/3/10 17:07,0.7595
2021/3/10 17:01,12.573,2021/3/10 17:04,0.6487
2021/3/10 16:58,12.5495,2021/3/10 17:01,0.6994
2021/3/10 16:55,12.5241,2021/3/10 16:58,1.0138
2021/3/10 16:52,12.4952,2021/3/10 16:55,0.8824
2021/3/10 16:49,12.5418,2021/3/10 16:52,0.8379
2021/3/10 16:46,12.5113,2021/3/10 16:49,1.3527
2021/3/10 16:43,12.5265,2021/3/10 16:46,0.7876
2021/3/10 16:40,12.5653,2021/3/10 16:43,0.8774
2021/3/10 16:37,12.5231,2021/3/10 16:40,0.8402
2021/3/10 16:34,12.5849,2021/3/10 16:37,0.756
2021/3/10 16:31,12.5679,2021/3/10 16:34,1.9046
2021/3/10 16:28,12.5454,2021/3/10 16:31,0.8557
2021/3/10 16:25,12.357,2021/3/10 16:28,0.8458
2021/3/10 16:22,12.326,2021/3/10 16:25,0.7807
2021/3/10 16:19,12.3985,2021/3/10 16:22,0.7816
2021/3/10 16:16,13.9426,2021/3/10 16:19,1.4723
2021/3/10 16:13,13.9078,2021/3/10 16:16,0.8384
2021/3/10 16:10,13.9479,2021/3/10 16:13,0.8141
2021/3/10 16:07,13.9209,2021/3/10 16:10,1.2214
2021/3/10 16:04,13.9405,2021/3/10 16:07,1.0209
2021/3/10 16:01,13.9455,2021/3/10 16:04,1.0484
2021/3/10 15:58,13.8829,2021/3/10 16:01,1.4251
2021/3/10 15:55,13.9258,2021/3/10 15:58,0.7634
2021/3/10 15:52,13.8925,2021/3/10 15:55,0.8361
2021/3/10 15:49,13.9331,2021/3/10 15:52,0.7308
2021/3/10 15:46,13.9141,2021/3/10 15:49,1.3107
2021/3/10 15:43,13.9101,2021/3/10 15:46,0.8128
2021/3/10 15:40,13.918,2021/3/10 15:43,0.7661
2021/3/10 15:37,13.8644,2021/3/10 15:40,0.7564
2021/3/10 15:34,13.9068,2021/3/10 15:37,0.8121
2021/3/10 15:31,13.9077,2021/3/10 15:34,1.0949
2021/3/10 15:28,13.9335,2021/3/10 15:31,0.953
2021/3/10 15:25,13.944,2021/3/10 15:28,0.9468
2021/3/10 15:22,13.8576,2021/3/10 15:25,0.9446
2021/3/10 15:19,13.8981,2021/3/10 15:22,0.7556
2021/3/10 15:16,13.8836,2021/3/10 15:19,1.4305
2021/3/10 15:13,13.871,2021/3/10 15:16,0.8213
2021/3/10 15:10,13.884,2021/3/10 15:13,0.8403
2021/3/10 15:07,13.8415,2021/3/10 15:10,0.7671
2021/3/10 15:04,13.8875,2021/3/10 15:07,0.8461
2021/3/10 15:01,13.9104,2021/3/10 15:04,1.0211
2021/3/10 14:58,13.8905,2021/3/10 15:01,0.7185
2021/3/10 14:55,13.8922,2021/3/10 14:58,1.5933
2021/3/10 14:52,13.8639,2021/3/10 14:55,0.6653
2021/3/10 14:49,13.9264,2021/3/10 14:52,0.8959
2021/3/10 14:46,13.8738,2021/3/10 14:49,1.2435
2021/3/10 14:43,13.8643,2021/3/10 14:46,0.7203
2021/3/10 14:40,13.8878,2021/3/10 14:43,0.7167
2021/3/10 14:37,13.8438,2021/3/10 14:40,0.8485
2021/3/10 14:34,13.8738,2021/3/10 14:37,0.81
2021/3/10 14:31,13.8667,2021/3/10 14:34,1.1201
2021/3/10 14:28,11.8169,2021/3/10 14:31,0.8117
2021/3/10 14:25,11.8555,2021/3/10 14:28,0.7752
2021/3/10 14:22,11.8488,2021/3/10 14:25,0.771
2021/3/10 14:19,11.8882,2021/3/10 14:22,0.6995
2021/3/10 14:16,11.8845,2021/3/10 14:19,1.3639
2021/3/10 14:13,11.8598,2021/3/10 14:16,0.8268
2021/3/10 14:10,11.8767,2021/3/10 14:13,1.0461
2021/3/10 14:07,11.8378,2021/3/10 14:10,0.7843
2021/3/10 14:04,11.8701,2021/3/10 14:07,0.9785
2021/3/10 14:01,11.8663,2021/3/10 14:04,0.7594
2021/3/10 13:58,11.8144,2021/3/10 14:01,0.7304
2021/3/10 13:55,11.87,2021/3/10 13:58,0.8255
2021/3/10 13:52,11.8706,2021/3/10 13:55,0.8447
2021/3/10 13:49,11.9623,2021/3/10 13:52,0.7265
2021/3/10 13:46,11.8833,2021/3/10 13:49,1.3953
2021/3/10 13:43,11.876,2021/3/10 13:46,0.8861
2021/3/10 13:40,11.8801,2021/3/10 13:43,1.1426
2021/3/10 13:37,11.8333,2021/3/10 13:40,0.8616
2021/3/10 13:34,11.8564,2021/3/10 13:37,0.8448
2021/3/10 13:31,11.8421,2021/3/10 13:34,0.9655
2021/3/10 13:28,11.8072,2021/3/10 13:31,1.0851
2021/3/10 13:25,11.8512,2021/3/10 13:28,0.8873
2021/3/10 13:22,11.832,2021/3/10 13:25,0.7975
2021/3/10 13:19,11.8903,2021/3/10 13:22,0.7721
2021/3/10 13:16,11.861,2021/3/10 13:19,2.238
2021/3/10 13:13,11.8643,2021/3/10 13:16,0.8474
2021/3/10 13:10,11.8707,2021/3/10 13:13,1.0607
2021/3/10 13:07,11.8399,2021/3/10 13:10,0.8012
2021/3/10 13:04,11.8501,2021/3/10 13:07,0.8191
2021/3/10 13:01,11.8518,2021/3/10 13:04,0.8039
2021/3/10 12:58,11.8176,2021/3/10 13:01,0.8263
2021/3/10 12:55,11.8295,2021/3/10 12:58,0.7272
2021/3/10 12:52,11.8053,2021/3/10 12:55,0.8247
2021/3/10 12:49,11.8859,2021/3/10 12:52,0.8745
2021/3/10 12:46,11.8407,2021/3/10 12:49,1.3305
2021/3/10 12:43,11.8337,2021/3/10 12:46,0.9322
